knum	threshold	score_type	profile_type	F-measure	nseq	nseq_used	alen	mlen	eff_nseq	re/pos	definition
K24423	162.67	domain	trim	0.973096	365	363	5451	700	2.88	0.590	zinc finger protein 185
K24424	151.43	full	all	0.995918	367	366	3328	677	3.39	0.590	sciellin
K24425	491.70	domain	all	0.941867	172	146	610	313	1.16	0.591	short-chain dehydrogenase/reductase family 9C member 7 [EC:1.1.1.-]
K24426	283.83	full	all	1.000000	732	715	2250	569	1.93	0.590	pyridine nucleotide-disulfide oxidoreductase domain-containing protein 1 [EC:1.8.1.-]
K24427	264.47	domain	all	0.995657	1081	1041	5755	871	2.70	0.590	spondin-1
K24428	274.80	domain	all	0.987377	677	640	2882	465	2.35	0.590	spondin-2
K24429	463.03	domain	all	0.983631	937	934	7928	1401	1.90	0.590	ADAMTS-like protein 1/3
K24430	609.67	domain	all	0.981386	684	677	4495	1079	2.03	0.590	ADAMTS-like protein 2
K24431	286.23	domain	all	0.991730	449	426	1768	646	2.77	0.590	oncoprotein-induced transcript 3 protein
K24432	368.30	domain	all	0.987026	433	430	4142	612	2.35	0.590	ADAMTS-like protein 5
K24433	434.20	domain	trim	1.000000	425	412	1648	878	1.37	0.590	thrombospondin type-1 domain-containing protein 1
K24434	1214.53	domain	trim	0.978216	348	346	19845	5187	2.00	0.590	SCO-spondin
K24435	198.73	full	all	0.997427	1001	972	4838	617	3.79	0.590	isthmin
K24436	393.80	domain	all	0.998891	906	903	4945	1343	3.32	0.590	cartilage intermediate layer protein
K24437	214.53	domain	all	0.992009	576	567	3971	747	2.27	0.591	thrombospondin-type laminin G domain and EAR repeat-containing protein
K24438	680.57	full	all	1.000000	15	14	650	539	0.80	0.591	sterigmatocystin biosynthesis cytochrome P450 monooxygenase
K24439	654.30	full	all	1.000000	14	14	546	500	0.66	0.592	versicolorin B desaturase [EC:1.14.-.-]
K24440	659.17	full	all	1.000000	12	11	595	507	0.67	0.590	averufin monooxygenase [EC:1.14.-.-]
K24441	-	-	-	-	1	1	496	496	0.38	0.585	geranylhydroquinone 3''-hydroxylase [EC:1.14.14.174]
K24442	439.70	full	all	1.000000	126	119	519	357	1.11	0.589	D-xylose 1-dehydrogenase (NADP+, D-xylono-1,4-lactone-forming) [EC:1.1.1.424]
K24443	337.70	domain	all	0.936111	26	26	402	289	1.32	0.590	D-xylono/L-arabinono-1,4-lactonase [EC:3.1.1.68 3.1.1.15]
K24444	485.17	full	all	0.980676	223	211	1148	499	1.41	0.591	[histone H3]-dimethyl/trimethyl-L-lysine36 demethylase [EC:1.14.11.27 1.14.11.-]
K24445	1041.67	domain	trim	0.990289	161	156	1827	921	0.87	0.591	protein SLFN14 [EC:3.1.-.-]
K24446	724.87	full	all	1.000000	115	102	595	489	0.71	0.589	arginine/ornithine antiporter
K24447	109.77	full	all	1.000000	204	185	717	320	2.96	0.590	archaeosortase A [EC:3.4.22.-]
K24448	301.63	full	all	1.000000	12	10	302	296	0.68	0.589	L-isoleucine 31-dioxygenase [EC:1.14.11.74]
K24449	375.43	full	all	1.000000	11	8	251	244	0.54	0.587	31-hydroxy-L-isoleucine 4-dioxygenase [EC:1.14.11.75]
K24450	51.93	domain	all	0.989800	558	446	276	79	4.62	0.717	DNA-binding protein
K24451	254.43	full	trim	0.966891	354	318	1106	362	3.76	0.590	modification methylase
K24452	719.20	full	trim	0.688718	48	39	642	537	1.36	0.590	(+)-pinoresinol hydroxylase [EC:1.17.9.2]
K24453	91.97	domain	all	0.972174	36	35	215	118	1.24	0.589	(+)-pinoresinol hydroxylase [EC:1.17.9.2]
K24454	1650.17	full	all	1.000000	5	5	1379	1226	0.62	0.592	thiazoline dehydrogenase / protease [EC:1.3.3.16 3.4.-.-]
K24455	319.50	domain	all	0.997576	442	414	1190	392	1.56	0.590	alpha-tocopherol transfer protein
K24456	273.13	full	all	0.998582	1094	1056	12262	847	7.42	0.590	kyphoscoliosis peptidase [EC:3.4.-.-]
K24457	601.30	domain	all	0.867232	178	175	2040	594	2.58	0.590	schlafen family member 12
K24458	1451.80	domain	trim	0.585250	152	150	2157	944	2.12	0.590	schlafen family member 11 [EC:3.6.-.-]
K24459	1179.63	domain	trim	0.330854	140	135	2291	936	3.05	0.590	schlafen family member 13 [EC:3.1.-.-]
K24460	-	-	-	-	1	1	336	336	0.38	0.588	gibberellin 13-oxidase [EC:1.14.-.-]
K24461	363.27	domain	all	0.978610	429	412	1695	463	1.25	0.589	protein delta homolog 1
K24462	379.03	domain	all	0.993841	426	409	1597	515	1.18	0.589	protein delta homolog 2
K24463	467.70	domain	all	0.989498	437	432	2775	855	1.18	0.590	delta and Notch-like epidermal growth factor-related receptor
K24464	678.33	domain	all	0.951372	486	434	2320	641	3.59	0.590	EGF-like repeat and discoidin I-like domain-containing protein 3
K24465	149.57	domain	all	0.981896	772	753	3688	376	4.75	0.590	epidermal growth factor-like protein 7/8
K24466	429.97	domain	all	0.341808	11	9	499	276	0.60	0.593	Notch homolog 2 N-terminal-like protein
K24467	428.93	domain	all	0.959623	282	278	1616	492	1.75	0.591	vitamin K-dependent protein Z
K24468	1697.40	domain	all	0.901104	902	879	4273	1141	1.46	0.591	signal peptide, CUB and EGF-like domain-containing protein 1/3
K24469	1144.10	domain	all	0.958299	655	654	24964	3521	4.09	0.590	sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1
K24470	637.43	domain	all	0.976434	433	432	8485	1490	1.71	0.591	insulin-responsive sequence DNA-binding protein 1
K24471	102.23	domain	all	0.912736	388	345	460	209	3.26	0.590	epigen
K24472	449.53	domain	all	1.000000	405	405	6782	1290	2.43	0.590	protein HEG
K24473	434.63	domain	all	0.998944	2397	2374	18121	2725	2.70	0.590	teneurin
K24474	153.73	domain	all	0.992285	209	197	635	254	1.81	0.590	binder of sperm protein
K24475	289.10	domain	all	0.856229	175	156	1988	730	2.46	0.590	epididymal sperm-binding protein 1
K24476	199.70	domain	all	0.982456	384	376	1182	300	2.50	0.590	interleukin 27 subunit beta
K24477	695.23	full	all	0.997050	516	514	7572	1044	1.42	0.591	target of Nesh-SH3
K24478	276.73	domain	all	1.000000	1079	1073	9347	1210	2.78	0.590	ankyrin repeat and fibronectin type-III domain-containing protein 1
K24479	714.07	full	all	1.000000	832	806	4546	1414	1.11	0.589	astrotactin
K24480	891.87	full	all	0.998693	384	383	15953	1447	1.50	0.590	cardiomyopathy-associated protein 5
K24481	253.23	domain	all	0.993047	538	508	2199	493	1.56	0.590	cytokine receptor-like factor 1
K24482	144.50	domain	all	0.996878	529	479	1380	550	2.68	0.590	cytokine receptor-like factor 3
K24483	179.50	domain	all	0.985044	384	374	2186	462	3.42	0.590	fibronectin type 3 and ankyrin repeat domains protein 1
K24484	907.57	full	all	1.000000	431	431	5447	1892	1.55	0.590	fibronectin type III domain-containing protein 1
K24485	517.23	domain	all	0.998727	1206	1181	9314	1258	2.71	0.589	fibronectin type III domain-containing protein 3
K24486	150.60	domain	all	0.998372	1128	924	2181	368	3.18	0.590	fibronectin type III domain-containing protein 4/5
K24487	226.93	domain	all	0.994515	549	547	2749	1033	2.34	0.590	fibronectin type III domain-containing protein 7
K24488	158.70	domain	all	1.000000	181	162	574	322	1.51	0.590	fibronectin type III domain-containing protein 8
K24489	393.97	domain	all	0.998698	822	772	3313	686	1.84	0.590	fibronectin type III and SPRY domain-containing protein 1
K24490	633.37	domain	all	0.993974	423	419	2716	843	1.29	0.591	fibronectin type III and SPRY domain-containing protein 2
K24491	269.10	domain	all	0.996660	1513	1496	2641	903	2.97	0.590	leucine-rich repeat, immunoglobulin-like domain and transmembrane domain-containing protein
K24492	390.83	domain	all	0.995355	1497	1405	2654	899	4.22	0.590	leucine-rich repeat neuronal protein 1/2/3
K24493	205.50	domain	all	0.998273	292	289	2281	831	2.35	0.590	leucine-rich repeat neuronal protein 4
K24494	738.67	domain	all	0.859881	689	679	2644	569	1.46	0.590	myosin-binding protein H
K24495	574.77	domain	all	0.999676	1550	1545	7995	1593	1.58	0.590	myomesin
K24496	355.50	domain	all	0.985409	735	731	9923	1263	4.56	0.590	nephron
K24497	200.60	full	all	0.997096	758	515	1384	513	1.65	0.590	phytanoyl-CoA hydroxylate-interacting protein
K24498	680.03	domain	all	0.995468	668	665	9405	2132	2.36	0.590	sortilin-related receptor
K24499	688.03	full	all	0.998733	394	394	5699	1367	2.59	0.590	uromodulin-like 1
K24500	385.73	domain	all	1.000000	539	534	1923	719	1.57	0.590	vasorin
K24501	243.57	domain	all	0.995757	971	945	6140	781	2.35	0.589	PR domain zinc finger protein 1 [EC:2.1.1.-]
K24502	269.97	domain	all	0.976607	1169	1049	4777	541	3.88	0.590	Fez family zinc finger protein
K24503	650.77	full	all	0.945011	153	153	2056	809	2.16	0.590	nuclear body protein Sp110
K24504	552.50	full	all	0.742124	551	549	7091	779	5.43	0.590	nuclear body protein Sp140
K24505	147.47	domain	all	1.000000	994	888	3094	616	3.47	0.590	glucocorticoid modulatory element-binding protein
K24506	654.43	domain	trim	0.992949	436	424	2086	847	1.17	0.590	vitrin
K24507	423.40	domain	all	0.989218	522	510	2260	616	2.34	0.589	von Willebrand factor A domain-containing protein 1
K24508	691.90	domain	all	0.996433	422	422	2650	888	1.48	0.589	von Willebrand factor A domain-containing protein 2
K24509	320.60	full	all	0.999313	733	730	8042	1257	3.39	0.590	von Willebrand factor A domain-containing protein 3
K24510	454.57	full	all	0.989875	1793	1785	12686	1017	4.87	0.590	von Willebrand factor A domain-containing protein 5
K24511	387.00	full	all	0.994953	999	995	7436	1052	4.02	0.590	von Willebrand factor A domain-containing protein 7
K24512	869.20	full	all	1.000000	707	705	5792	1931	1.64	0.590	von Willebrand factor A domain-containing protein 8
K24513	1186.57	full	all	0.870477	710	702	6262	1844	3.62	0.590	inter-alpha-trypsin inhibitor heavy chain H3
K24514	1054.80	domain	all	0.866831	350	345	4050	879	2.32	0.590	inter-alpha-trypsin inhibitor heavy chain H4
K24515	872.27	domain	trim	0.971597	453	449	2921	1004	1.94	0.590	inter-alpha-trypsin inhibitor heavy chain H5
K24516	792.57	domain	all	0.974827	322	322	3422	1231	2.74	0.590	inter-alpha-trypsin inhibitor heavy chain H6
K24517	565.83	domain	all	0.963834	685	661	4096	743	2.14	0.590	BMP-binding endothelial regulator protein
K24518	150.90	domain	trim	0.996510	587	576	3447	1046	2.05	0.590	cysteine-rich motor neuron 1 protein
K24519	444.87	domain	all	0.998051	258	258	4251	1036	1.21	0.590	von Willebrand factor C and EGF domain-containing protein
K24520	491.03	full	all	0.949626	312	288	1789	687	2.49	0.590	chordin-like protein 1
K24521	76.70	domain	all	0.987884	1104	916	1832	360	3.93	0.590	brorin
K24522	512.33	domain	trim	0.967719	382	382	14744	2087	2.12	0.590	kielin/chordin-like protein
K24523	801.40	full	all	0.950892	1786	1577	5793	674	1.62	0.591	copine 5/8/9
K24524	956.03	full	all	0.921372	1351	1283	4676	819	1.95	0.590	copine 1/2/3
K24525	906.80	full	all	0.964187	1149	946	3873	693	1.66	0.591	copine 4/6/7
K24526	523.17	full	all	0.943094	1023	996	7881	1024	4.71	0.590	RNA-binding protein 12
K24527	117.67	domain	all	0.991634	870	657	1061	292	4.13	0.590	RNA-binding protein 18
K24528	-	-	-	-	2	2	4492	4383	0.51	0.590	protomycinolide IV synthase 1
K24529	517.53	full	all	0.531041	50	50	618	422	1.56	0.589	protomycinolide IV desosaminyltransferase [EC:2.4.1.-]
K24530	67.20	full	all	0.058549	5	5	87	68	1.64	0.825	ferredoxin
K24531	-	-	-	-	1	1	420	420	0.38	0.596	mycinamicin VII 6-deoxyallosyltransferase [EC:2.4.1.-]
K24532	862.80	domain	trim	0.810194	449	444	1314	530	2.10	0.590	cytochrome P450 family 1 subfamily A [EC:1.14.-.-]
K24533	-	-	-	-	1	1	320	320	0.39	0.590	Cuevavirus envelope glycoprotein 2
K24534	1066.70	full	all	1.000000	6	6	725	681	0.57	0.593	Ebolavirus envelope glycoprotein
K24535	-	-	-	-	2	2	681	681	0.44	0.589	Marburgvirus envelope glycoprotein
K24536	108.33	domain	all	0.997831	711	690	4874	690	3.77	0.590	ZZ-type zinc finger-containing protein 3
K24537	296.70	full	all	1.000000	669	635	2953	749	2.40	0.589	cysteine-rich protein 2-binding protein
K24538	224.03	full	all	0.976544	496	476	1207	348	2.94	0.590	MAP3K12-binding inhibitory protein 1
K24539	696.83	full	all	0.942086	594	585	5494	1679	5.24	0.590	YEATS domain-contaning protein 2
K24540	424.50	full	all	0.854509	420	336	1284	541	5.26	0.590	interferon-inducible double-stranded RNA-dependent protein kinase activator A
K24541	732.00	domain	all	0.989418	108	96	850	512	0.77	0.591	tryptamine 5-hydroxylase [EC:1.14.14.186]
K24542	837.50	full	all	0.918327	139	125	632	498	0.73	0.590	cytochrome P450 family 81 subfamily D
K24543	675.17	full	all	0.991689	187	182	1083	563	0.79	0.591	cytochrome P450 family 97 subfamily B polypeptide 3
K24544	771.10	domain	trim	0.846129	448	431	1770	532	1.27	0.590	cytochrome P450 family 714 subfamily C
K24545	764.67	full	all	1.000000	11	11	596	552	0.72	0.590	Avulavirus fusion glycoprotein F0
K24546	554.57	full	all	0.952381	10	10	630	431	0.88	0.592	Betacoronavirus hemagglutinin-esterase [EC:3.1.1.53]
K24547	630.87	full	all	1.000000	5	5	679	558	0.65	0.587	Henipavirus fusion glycoprotein F0
K24548	874.03	full	all	1.000000	9	9	565	555	0.60	0.590	Respirovirus fusion glycoprotein F0
K24549	595.03	full	all	1.000000	9	9	586	534	0.87	0.592	Rubulavirus fusion glycoprotein F0
K24550	270.43	full	all	1.000000	660	630	9103	941	1.63	0.589	breast carcinoma-amplified sequence 3
K24551	205.37	full	trim	0.952040	205	194	1408	322	3.61	0.590	breast carcinoma-amplified sequence 4
K24552	101.00	domain	all	0.974010	186	176	1513	567	3.57	0.590	retroviral-like aspartic protease 1 [EC:3.4.23.-]
K24553	322.53	full	all	1.000000	1767	1709	6071	847	3.13	0.590	C-mannosyltransferase DPY19L [EC:2.4.1.-]
K24554	142.07	full	trim	1.000000	637	632	5270	1427	5.85	0.590	protein KIAA0825
K24555	-	-	-	-	1	1	1864	1864	0.40	0.594	tylactone synthase 2
K24556	4350.63	domain	all	0.474747	4	4	3910	3731	0.64	0.590	tylactone synthase 3
K24557	-	-	-	-	2	2	1666	1618	0.50	0.594	tylactone synthase 4
K24558	-	-	-	-	1	1	1841	1841	0.39	0.593	tylactone synthase 5
K24559	-	-	-	-	2	2	2012	1976	0.50	0.592	protomycinolide IV synthase 2
K24560	-	-	-	-	1	1	3649	3649	0.39	0.588	protomycinolide IV synthase 3
K24561	-	-	-	-	1	1	1582	1582	0.39	0.592	protomycinolide IV synthase 4
K24562	-	-	-	-	1	1	2070	2070	0.39	0.592	protomycinolide IV synthase 5
K24563	5355.43	domain	all	1.000000	6	6	3738	3581	0.60	0.592	6-deoxyerythronolide B synthase EryAII [EC:2.3.1.94]
K24564	4849.63	domain	all	1.000000	6	6	3369	3196	0.58	0.592	6-deoxyerythronolide B synthase EryAIII [EC:2.3.1.94]
K24565	2177.43	domain	all	0.216239	4	4	3934	3723	0.71	0.589	8,8a-deoxyoleandolide synthase 2
K24566	-	-	-	-	1	1	3519	3519	0.39	0.585	8,8a-deoxyoleandolide synthase 3
K24567	-	-	-	-	1	1	6239	6239	0.39	0.584	avermectin polyketide synthase AveA2
K24568	-	-	-	-	1	1	5532	5532	0.39	0.593	avermectin polyketide synthase AveA3
K24569	-	-	-	-	1	1	4881	4881	0.39	0.591	avermectin polyketide synthase AveA4
K24570	3320.63	full	all	0.983236	91	91	4176	3400	1.47	0.591	Flavivirus structral polyprotein
K24571	1902.80	full	all	1.000000	35	35	1163	1138	0.57	0.587	Orthohantavirus envelopment polyprotein
K24572	1403.60	full	all	1.000000	80	80	1822	1430	1.23	0.589	Orthobunyavirus envelopment polyprotein
K24573	1248.37	full	all	1.000000	42	42	2564	1396	1.54	0.590	Orthonairovirus envelopment polyprotein
K24574	71.00	full	all	1.000000	455	448	4033	978	2.31	0.590	testis-expressed protein 11
K24575	38.10	full	all	0.998532	401	339	1138	287	4.86	0.590	M-phase-specific PLK1-interacting protein
K24576	291.60	full	all	0.998256	1156	1146	5612	835	2.88	0.590	transmembrane protein 8A/B
K24577	229.47	full	all	0.998628	430	366	1111	439	1.63	0.590	protein myomaker
K24578	73.27	full	all	1.000000	148	121	238	170	1.53	0.591	protein myomixer
K24579	484.60	full	all	1.000000	3	3	275	275	0.45	0.587	SARS coronavirus accessory protein 3a
K24580	92.50	full	all	1.000000	3	3	63	63	0.88	0.889	SARS coronavirus accessory protein 6
K24581	206.03	full	all	1.000000	3	3	122	121	0.45	0.589	SARS coronavirus accessory protein 7a
K24582	77.37	full	all	1.000000	3	3	44	43	1.13	1.276	SARS coronavirus accessory protein 7b
K24583	-	-	-	-	2	2	129	121	0.58	0.593	SARS coronavirus accessory protein 8
K24584	-	-	-	-	1	1	38	38	0.99	1.439	SARS coronavirus accessory protein 10
K24585	477.07	full	all	1.000000	5	5	224	223	0.41	0.594	Lymphocryptovirus glycoprotein 42
K24586	201.17	full	all	0.888889	5	5	275	233	0.80	0.590	Macavirus C-type lectin protein A7
K24587	978.20	full	all	1.000000	22	22	534	510	0.49	0.592	Alphabaculovirus major envelope glycoprotein
K24588	689.37	full	all	1.000000	9	9	744	649	0.90	0.592	Ephemerovirus glycoprotein
K24589	824.10	full	all	1.000000	18	18	551	526	0.61	0.590	Lyssavirus glycoprotein
K24590	698.30	full	all	1.000000	16	16	578	524	0.75	0.590	Vesiculovirus glycoprotein
K24591	614.83	full	all	1.000000	7	7	552	511	0.71	0.591	Thogotovirus envelope glycoprotein
K24592	-	-	-	-	2	2	112	107	0.57	0.587	Rotavirus nonstructural protein 1-1
K24593	52.83	full	all	1.000000	3	3	155	118	0.71	0.588	Orthoreovirus FAST protein
K24594	71.77	full	trim	0.885250	599	568	2565	444	5.35	0.590	arginine/serine-rich coiled-coil protein 1
K24595	91.77	domain	all	0.993908	679	575	3357	486	4.45	0.590	arginine/serine-rich coiled-coil protein 2
K24596	289.73	full	all	1.000000	5	5	372	325	0.78	0.592	Rotavirus outer capsid protein VP7
K24597	417.50	full	all	1.000000	5	5	400	396	0.77	0.592	Rotavirus inner capsid protein VP6
K24598	602.57	full	all	1.000000	9	9	1109	988	1.39	0.589	Rotavirus core capsid protein VP2
K24599	419.93	full	all	1.000000	14	14	354	319	0.63	0.591	Orthopoxvirus hemagglutinin
K24600	252.67	full	all	1.000000	14	12	118	117	0.38	0.593	Orthopoxvirus virion membrane protein A21
K24601	456.00	full	all	1.000000	16	15	212	212	0.41	0.591	Orthopoxvirus protein F9
K24602	227.37	full	all	1.000000	15	12	111	111	0.43	0.592	Orthopoxvirus protein G3
K24603	781.70	full	all	1.000000	14	14	341	340	0.40	0.593	Orthopoxvirus myristoylated protein G9
K24604	417.17	full	all	1.000000	16	12	192	189	0.41	0.591	Orthopoxvirus late protein H2
K24605	130.17	full	all	1.000000	14	9	77	73	0.58	0.777	Orthopoxvirus protein I2
K24606	291.93	full	all	1.000000	14	12	133	133	0.37	0.589	Orthopoxvirus protein J5
K24607	525.77	full	all	1.000000	17	14	251	250	0.45	0.594	Orthopoxvirus protein L1
K24608	278.10	full	all	1.000000	14	10	128	128	0.40	0.591	Orthopoxvirus protein L5
K24609	1544.83	domain	all	0.968896	443	433	1854	1016	1.30	0.590	leucine-rich repeats and immunoglobulin-like domains protein 2
K24610	1354.07	domain	all	0.815690	1170	1158	6357	1055	3.55	0.590	leucine-rich repeats and immunoglobulin-like domains protein 1/3
K24611	128.60	full	all	0.998770	1535	1221	4369	427	3.14	0.590	AMME syndrome candidate gene 1 protein
K24612	377.80	full	all	0.741642	74	68	1096	549	2.55	0.589	endogenous retrovirus group FC1 Env polyprotein
K24613	223.10	full	all	0.990196	105	104	1003	481	2.77	0.590	endogenous retrovirus group V Env polyprotein
K24614	436.77	full	all	0.989899	54	53	851	550	1.56	0.589	endogenous retroviral envelope protein HEMO
K24615	191.87	domain	all	0.961001	95	92	1648	615	2.70	0.590	endogenous retrovirus group 3 member 1 Env polyprotein
K24616	217.00	full	all	0.988290	87	86	1182	595	3.79	0.590	endogenous retrovirus group PABLB member 1 Env polyprotein
K24617	790.67	full	all	0.888889	6	6	1113	654	0.81	0.589	eff-1
K24618	797.83	full	all	0.888889	5	5	660	544	0.77	0.588	cell fusion protein aff-1
K24619	110.70	full	all	0.878788	21	20	200	123	1.74	0.591	amicyanin
K24620	159.13	full	all	1.000000	227	216	454	218	2.03	0.590	energy-coupling factor transport system substrate-specific component
K24621	627.53	full	all	0.791264	1241	1171	1890	474	2.51	0.589	very-long-chain ceramide synthase [EC:2.3.1.297]
K24622	681.37	full	all	0.886113	516	490	1522	513	1.38	0.591	very-long-chain ceramide synthase / ultra-long-chain ceramide synthase [EC:2.3.1.297 2.3.1.298]
K24623	350.40	full	all	0.962963	13	13	353	313	0.90	0.589	UDP-glucose:(glucosyl)LPS alpha-1,2-glucosyltransferase [EC:2.4.1.-]
K24624	35.03	full	all	0.998378	689	616	816	220	7.23	0.590	MICOS complex subunit MIC13
K24625	217.60	full	all	0.979645	622	576	1190	266	2.66	0.589	MICOS complex subunit MIC26
K24626	219.07	full	all	0.764811	749	733	2927	320	5.63	0.590	MICOS complex subunit MIC27
K24627	132.40	full	all	0.995176	2186	2074	10577	546	4.47	0.590	growth arrest-specific protein 2
K24628	131.27	full	all	0.996852	726	633	1989	317	2.45	0.590	protein rogdi
K24629	156.27	full	all	1.000000	741	707	3079	583	6.22	0.590	ubiquitin-associated protein 1
K24630	299.70	domain	all	0.986046	761	757	9914	1184	4.92	0.590	protein kinase C-binding protein 1
K24631	248.07	domain	all	0.997748	448	446	7644	1042	3.32	0.590	ankyrin repeat and MYND domain-containing protein 1
K24632	205.27	full	all	1.000000	533	280	1276	366	1.76	0.589	zinc finger MYND domain-containing protein 19
K24633	166.10	domain	all	0.997436	809	779	2292	489	2.74	0.590	ankyrin repeat and MYND domain-containing protein 2
K24634	239.00	full	all	0.980222	1708	1682	7676	729	9.82	0.590	SET and MYND domain-containing protein 4 [EC:2.1.1.-]
K24635	150.70	full	trim	0.999267	729	684	2161	497	2.97	0.590	SET and MYND domain-containing protein 5 [EC:2.1.1.-]
K24636	451.30	full	all	0.998955	479	479	7176	2057	2.86	0.590	stereocilin
K24637	416.90	domain	all	0.759526	2648	2376	8584	730	9.36	0.590	zinc finger BED domain-containing protein 1 (E3 SUMO-protein ligase ZBED1) [EC:2.3.2.-]
K24638	263.17	full	all	0.969345	150	135	480	307	1.92	0.591	zinc finger BED domain-containing protein 2
K24639	263.73	full	all	0.992509	141	134	563	308	1.40	0.589	zinc finger BED domain-containing protein 3
K24640	565.50	full	all	0.893696	894	807	4815	903	5.72	0.590	zinc finger BED domain-containing protein 4
K24641	715.77	full	all	0.997701	224	217	2228	1029	2.18	0.589	zinc finger BED domain-containing protein 6
K24642	247.20	full	all	0.982153	1109	1008	5487	785	5.09	0.590	zinc finger BED domain-containing protein 5/7/8/9
K24643	503.50	domain	all	0.991715	557	549	6112	1221	3.39	0.590	PR domain zinc finger protein 10 [EC:2.1.1.-]
K24644	413.27	full	all	1.000000	418	404	2351	1151	0.92	0.590	PR domain zinc finger protein 11 [EC:2.1.1.-]
K24645	171.40	domain	all	0.998264	593	578	2919	518	3.20	0.590	PR domain zinc finger protein 13 [EC:2.1.1.-]
K24646	413.57	domain	all	0.988005	519	506	2505	564	1.83	0.590	PR domain zinc finger protein 14 [EC:2.1.1.-]
K24647	764.27	domain	all	0.984860	444	438	4525	1268	2.34	0.590	PR domain zinc finger protein 15 [EC:2.1.1.-]
K24648	42.37	full	all	0.996685	589	455	261	148	3.18	0.590	extracellular matrix regulatory protein B
K24649	-	-	-	-	1	1	288	288	0.39	0.588	O111-antigen biosynthesis glucosyltransferase
K24650	445.83	full	all	0.980474	429	363	1564	397	1.23	0.590	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-related
K24651	121.20	domain	all	0.995789	654	594	4539	643	4.61	0.590	PHD finger protein 21A
K24652	118.80	domain	all	0.997796	689	679	3025	776	3.86	0.590	tetratricopeptide repeat protein 12
K24653	98.77	full	all	0.996445	851	841	4853	751	4.66	0.590	primary cilium assembly protein FAM149
K24654	-	-	-	-	1	1	387	387	0.38	0.590	O3-antigen biosynthesis alpha-1,3-galactosyltransferase [EC:2.4.1.343]
K24655	437.70	domain	all	0.960784	43	28	664	457	1.69	0.590	O-antigen biosynthesis alpha-1,2-rhamnosyltransferase [EC:2.4.1.-]
K24656	534.63	full	all	0.933333	27	11	424	377	0.84	0.590	O-antigen biosynthesis alpha-1,3-rhamnosyltransferase [EC:2.4.1.-]
K24657	637.83	full	all	1.000000	25	12	381	381	0.54	0.590	O-antigen biosynthesis rhamnosyltransferase [EC:2.4.1.-]
K24658	1305.97	full	all	1.000000	8	8	1368	1202	0.80	0.591	O-antigen biosynthesis alpha-1,2-mannosyltransferase [EC:2.4.1.371 2.4.1.-]
K24659	527.20	full	all	1.000000	5	5	452	431	0.62	0.593	O-antigen chain-terminating methyltransferase [EC:2.1.1.-]
K24660	378.50	full	all	0.853438	728	638	1667	426	3.49	0.590	high mobility group protein 20A
K24661	1067.97	full	all	1.000000	28	26	497	497	0.42	0.589	lipopolysaccharide core galacturonosyltransferase RgtC [EC:2.4.1.-]
K24662	614.90	full	all	1.000000	39	38	510	473	0.65	0.588	lipid A galacturonosyltransferase RgtD [EC:2.4.1.-]
K24663	312.30	full	all	1.000000	20	20	1221	528	1.33	0.589	nuclear division defective protein 1
K24664	374.90	full	all	0.992753	143	139	3154	932	2.88	0.590	forkhead protein FKH
K24665	312.33	domain	all	0.984118	69	65	548	305	1.06	0.590	azurocidin
K24666	447.03	full	all	0.984127	33	32	383	337	1.00	0.589	2-hydroxy-4-(methylsulfanyl)butanoate S-methyltransferase [EC:2.1.1.373]
K24667	275.90	full	all	1.000000	170	119	350	227	0.80	0.591	2-heptyl-1-hydroxyquinolin-4(1H)-one methyltransferase [EC:2.1.1.374]
K24668	813.93	domain	all	0.987654	49	43	940	520	0.68	0.592	neryl diphosphate diphosphatase [EC:3.1.7.13]
K24669	999.70	full	all	0.927710	172	170	1425	671	1.34	0.591	protein-arginine deiminase 4 [EC:3.5.3.15]
K24670	397.27	full	all	0.974321	42	41	292	254	0.75	0.591	2',3'-cyclic-nucleotide 2'-phosphodiesterase / phosphoenolpyruvate phosphatase [EC:3.1.4.16 3.1.3.60]
K24671	619.47	full	trim	0.733860	38	38	582	431	1.12	0.590	mannose 2-epimerase [EC:5.1.3.44]
K24672	474.00	full	all	0.725975	49	46	389	326	1.57	0.590	D-apiose isomerase [EC:5.3.1.36]
K24673	241.33	full	all	1.000000	21	6	394	332	0.87	0.591	glycosyltransferase [EC:2.4.1.-]
K24674	1314.20	full	all	1.000000	153	148	1335	1149	0.69	0.588	zinc finger MYM-type protein 1
K24675	758.93	full	all	0.994852	1406	1367	13042	1471	2.92	0.590	zinc finger MYM-type protein 2/3/4
K24676	892.80	full	all	0.986530	154	151	1326	676	0.75	0.590	zinc finger MYM-type protein 5
K24677	84.80	domain	all	0.992532	478	475	5583	808	5.84	0.590	IQ domain-contaning protein E
K24678	365.33	full	all	0.956992	738	721	3295	672	4.47	0.590	protein-cysteine N-palmitoyltransferase HHAT [EC:2.3.1.-]
K24679	405.50	full	all	0.984554	554	546	1675	601	1.15	0.590	protein-cysteine N-palmitoyltransferase HHAT-like protein
K24680	1211.87	full	trim	0.845622	813	808	7401	1128	4.04	0.590	protein dispatched 1
K24681	1810.17	full	all	1.000000	423	421	2877	1457	0.89	0.590	protein dispatched 2
